,Itemset,Itemset Support,Rule Antecedent,Rule Consequent,Rule Confidence,Rule Lift
0,"frozenset({'BC 117', 'ECON', '0'})",0.009124537607891493,"frozenset({'ECON', '0'})",frozenset({'BC 117'}),0.3394495412844037,11.100547499260136
1,"frozenset({'ARTS 137', 'THEA', '0'})",0.017058096415327566,"frozenset({'THEA', '0'})",frozenset({'ARTS 137'}),0.26335877862595425,13.484636196733987
2,"frozenset({'EAP', 'COM PRES', '18'})",0.014833127317676144,"frozenset({'EAP', '18'})",frozenset({'COM PRES'}),0.7692307692307692,51.00882723833543
3,"frozenset({'HSC S211', '16', 'CHEM'})",0.013503560029462312,"frozenset({'16', 'CHEM'})",frozenset({'HSC S211'}),0.5555555555555555,41.14141414141414
4,"frozenset({'MUS', 'MUS 111', '0'})",0.015782983970406905,"frozenset({'MUS', '0'})",frozenset({'MUS 111'}),0.4129032258064516,23.582008178100864
5,"frozenset({'HSC S3A', 'PSYC', '0'})",0.017517887984209227,"frozenset({'PSYC', '0'})",frozenset({'HSC S3A'}),0.41764705882352937,18.399168797953962
6,"frozenset({'Paris Scarano', '0', 'HSC S129'})",0.009823182711198428,"frozenset({'Paris Scarano', '0'})",frozenset({'HSC S129'}),1.0,99.3170731707317
7,"frozenset({'SIMN DNCE', 'DANC', '0'})",0.009622501850481125,"frozenset({'DANC', '0'})",frozenset({'SIMN DNCE'}),0.8297872340425532,76.43471953578337
8,"frozenset({'HSC S3A', 'PSYC', '0', '24'})",0.010591133004926109,"frozenset({'PSYC', '0', '24'})",frozenset({'HSC S3A'}),0.826923076923077,36.89349112426036
9,"frozenset({'Jennifer Ostrega', '0', 'COM PRES'})",0.009641532756489494,"frozenset({'Jennifer Ostrega', '0'})",frozenset({'COM PRES'}),0.609375,40.408555327868854
10,"frozenset({'EAP', '0', 'COM PRES'})",0.014833127317676144,"frozenset({'EAP', '0'})",frozenset({'COM PRES'}),0.2830188679245283,18.767398700896997
11,"frozenset({'CHEM', 'HSC S211', '0'})",0.013503560029462312,"frozenset({'CHEM', '0'})",frozenset({'HSC S211'}),0.26190476190476186,19.395238095238092
12,"frozenset({'BC 18', 'WRTG', '0'})",0.009823182711198428,"frozenset({'WRTG', '0'})",frozenset({'BC 18'}),0.35714285714285715,18.17857142857143
13,"frozenset({'ARTS 106', '0', 'ARTH'})",0.012083847102342787,"frozenset({'0', 'ARTH'})",frozenset({'ARTS 106'}),0.7777777777777778,40.95959595959596
14,"frozenset({'BC 103', 'SPAN'})",0.008877928483353885,frozenset({'SPAN'}),frozenset({'BC 103'}),0.21818181818181817,8.191919191919192
15,"frozenset({'HSC S3A', '0', '24'})",0.011330049261083743,"frozenset({'0', '24'})",frozenset({'HSC S3A'}),0.3357664233576642,14.98034811903425
16,"frozenset({'MUS 111', 'MUS'})",0.015782983970406905,frozenset({'MUS'}),frozenset({'MUS 111'}),0.4129032258064516,23.582008178100864
17,"frozenset({'Paris Scarano', 'HSC S129'})",0.0103831891223733,frozenset({'Paris Scarano'}),frozenset({'HSC S129'}),1.0,96.30952380952381
18,"frozenset({'SIMN DNCE', 'DANC'})",0.009622501850481125,frozenset({'DANC'}),frozenset({'SIMN DNCE'}),0.8125,74.84232954545455
19,"frozenset({'Jennifer Ostrega', 'COM PRES'})",0.009641532756489494,frozenset({'Jennifer Ostrega'}),frozenset({'COM PRES'}),0.6000000000000001,39.786885245901644
